"CountryName","Year","Lower","Median","Upper"
"Guinea",2008,107.6,121,136.2
"Guinea",2009,102,116.3,133
"Guinea",2010,96.6,111.9,129.8
"Guinea",2011,91.6,107.7,126.8
"Guinea",2012,86.9,104,124.7
"Guinea",2013,81.8,100.4,123.4
"Guinea",2014,76.7,97,122.6
"Indonesia",1980,115.6,121.1,126.9
"Indonesia",1981,112.2,117.5,123.1
"Indonesia",1982,108.7,113.9,119.3
"Indonesia",1983,105.2,110.3,115.5
"Indonesia",1984,101.8,106.7,111.7
"Indonesia",1985,98.4,103.1,108
"Indonesia",1986,95,99.5,104.2
"Indonesia",1987,91.5,95.9,100.4
"Indonesia",1988,88,92.2,96.5
"Indonesia",1989,84.5,88.4,92.6
"Indonesia",1990,80.9,84.7,88.6
"Indonesia",1991,77.3,80.9,84.6
"Indonesia",1992,73.8,77.1,80.7
"Indonesia",1993,70.3,73.6,76.9
"Indonesia",1994,67,70.1,73.3
"Indonesia",1995,63.8,66.7,69.9
"Indonesia",1996,60.7,63.6,66.6
"Indonesia",1997,57.8,60.5,63.5
"Indonesia",1998,54.9,57.6,60.5
"Indonesia",1999,52.3,54.9,57.7
"Indonesia",2000,49.8,52.3,55
"Indonesia",2001,47.4,49.8,52.5
"Indonesia",2002,45.1,47.6,50.2
"Indonesia",2003,42.9,45.4,48.1
"Indonesia",2004,46.5,49.3,52.4
"Indonesia",2005,38.9,41.4,44.1
"Indonesia",2006,37,39.6,42.4
"Indonesia",2007,35.2,37.9,40.7
"Indonesia",2008,33.5,36.2,39.2
"Indonesia",2009,31.8,34.7,37.7
"Indonesia",2010,30.1,33.1,36.5
"Indonesia",2011,28.5,31.7,35.3
"Indonesia",2012,27.1,30.4,34.3
"Indonesia",2013,25.5,29.3,33.6
"Indonesia",2014,24,28.2,33.1
"Kenya",1980,102.1,108.7,115.6
"Kenya",1981,98.9,105.3,111.9
"Kenya",1982,96,102.3,108.8
"Kenya",1983,93.5,99.8,106.2
"Kenya",1984,91.7,97.9,104.3
"Kenya",1985,90.6,96.8,103.1
"Kenya",1986,90.3,96.3,102.6
"Kenya",1987,90.7,96.7,103
"Kenya",1988,91.9,97.9,104.2
"Kenya",1989,93.7,99.8,106.2
"Kenya",1990,96.1,102.3,108.9
"Kenya",1991,98.8,105.2,112.2
"Kenya",1992,101.5,108.2,115.4
"Kenya",1993,104.1,111.1,118.6
"Kenya",1994,106.2,113.4,121.1
"Kenya",1995,107.4,114.8,122.7
"Kenya",1996,107.8,115.4,123.4
"Kenya",1997,107.3,114.9,123.1
"Kenya",1998,105.7,113.4,121.9
"Kenya",1999,103.3,111,119.6
"Kenya",2000,100.2,107.9,116.7
"Kenya",2001,96.4,104.1,113
"Kenya",2002,92.1,99.9,108.9
"Kenya",2003,87.4,95.4,104.5
"Kenya",2004,82.5,90.6,99.8
"Kenya",2005,77,85.5,94.6
"Kenya",2006,72.1,80.7,89.8
"Kenya",2007,67.4,76.1,85.5
"Kenya",2008,61.4,70.1,79.5
"Kenya",2009,56.8,65.8,75.5
"Kenya",2010,52.9,62.1,72.3
"Kenya",2011,49.2,58.5,69.4
"Kenya",2012,45.8,55.6,67.2
"Kenya",2013,43.1,53.4,65.9
"Kenya",2014,40.3,51.3,64.6
"Lesotho",1980,109,120.5,133.4
"Lesotho",1981,103.5,114.9,127.1
"Lesotho",1982,98.6,109.6,121.3
"Lesotho",1983,94.3,105,116.2
"Lesotho",1984,90.8,100.9,111.6
"Lesotho",1985,87.8,97.4,107.7
"Lesotho",1986,85.3,94.4,104.2
"Lesotho",1987,83.4,92.1,101.4
"Lesotho",1988,81.8,90.2,99.2
"Lesotho",1989,80.8,88.9,97.5
"Lesotho",1990,80.2,88.1,96.4
"Lesotho",1991,80.3,87.9,96.1
"Lesotho",1992,81.1,88.7,96.9
"Lesotho",1993,83.1,90.8,99.2
"Lesotho",1994,86.5,94.3,102.9
"Lesotho",1995,90.8,98.9,107.8
"Lesotho",1996,95.1,103.7,112.8
"Lesotho",1997,99.1,107.9,117.2
"Lesotho",1998,102.5,111.4,120.7
"Lesotho",1999,105.5,114.3,123.6
"Lesotho",2000,108,116.8,126.2
"Lesotho",2001,109.8,118.6,128.1
"Lesotho",2002,111.5,120.4,130.1
"Lesotho",2003,112.9,122,132
"Lesotho",2004,113.8,123,133.3
"Lesotho",2005,113.8,123.4,134.2
"Lesotho",2006,113.1,123.2,134.6
"Lesotho",2007,108.8,119.3,131.2
"Lesotho",2008,105.2,116.5,129.2
"Lesotho",2009,95.1,106.5,119.3
"Lesotho",2010,88.8,100.7,114.6
"Lesotho",2011,83.7,96.8,112
"Lesotho",2012,79.4,94.1,111.3
"Lesotho",2013,77,93.6,113.3
"Lesotho",2014,73.6,92,114.1
"Liberia",1980,220.1,241.1,264.4
"Liberia",1981,217.5,238,260.3
"Liberia",1982,215.8,235.6,257
"Liberia",1983,214.8,234,254.9
"Liberia",1984,215,233.7,253.9
"Liberia",1985,216.4,235,255
"Liberia",1986,219.1,237.8,257.7
"Liberia",1987,223.4,242.1,262.2
"Liberia",1988,227.6,246.9,267.9
"Liberia",1989,231.4,251.5,273.7
"Liberia",1990,234.2,255,278.3
"Liberia",1991,235.2,256.7,280.2
"Liberia",1992,234,255.4,278.9
"Liberia",1993,231,251.6,274.5
"Liberia",1994,225.6,245.5,267.4
"Liberia",1995,218.3,237.4,258.2
"Liberia",1996,210.1,227.7,247.4
"Liberia",1997,200.5,217.1,235.5
"Liberia",1998,190.3,205.8,223.2
"Liberia",1999,179.3,193.9,210.4
"Liberia",2000,167.8,181.8,197.5
"Liberia",2001,156.3,169.7,184.2
"Liberia",2002,145.1,157.6,171.1
"Liberia",2003,134,145.9,158.4
"Liberia",2004,123.5,134.8,146.7
"Liberia",2005,113.8,124.7,136.2
"Liberia",2006,105.3,115.7,126.9
"Liberia",2007,97.6,107.8,118.7
"Liberia",2008,91,100.9,111.6
"Liberia",2009,84.8,94.7,105.7
"Liberia",2010,78.9,89.3,101.2
"Liberia",2011,73.3,84.5,97.7
"Liberia",2012,67.9,80.3,95.2
"Liberia",2013,62.9,76.3,93.5
"Liberia",2014,58.2,72.9,92.4
"Madagascar",1980,162,174.6,188.7
"Madagascar",1981,165,177.6,191.5
"Madagascar",1982,167.8,180.3,194.2
"Madagascar",1983,169.8,182.4,196.4
"Madagascar",1984,170.5,183.1,197
"Madagascar",1985,170,182.4,196.2
"Madagascar",1986,168,180.1,193.6
"Madagascar",1987,164.8,176.5,189.4
"Madagascar",1988,160.4,171.7,184.1
"Madagascar",1989,155.3,166.2,177.9
"Madagascar",1990,150,160.7,172.1
"Madagascar",1991,145.4,155.8,166.8
"Madagascar",1992,141.4,151.3,161.9
"Madagascar",1993,137.6,147.1,157.5
"Madagascar",1994,133.6,142.9,153.4
"Madagascar",1995,129.2,138.4,149
"Madagascar",1996,124.3,133.4,143.9
"Madagascar",1997,118.6,127.7,138.1
"Madagascar",1998,112.6,121.7,132.1
"Madagascar",1999,106.2,115.5,125.7
"Madagascar",2000,99.9,109.2,119.4
"Madagascar",2001,93.9,103.1,112.9
"Madagascar",2002,88.1,97.2,106.9
"Madagascar",2003,82.4,91.5,101
"Madagascar",2004,76.8,85.9,95.6
"Madagascar",2005,71.2,80.6,90.5
"Madagascar",2006,65.6,75.4,86.2
"Madagascar",2007,60.1,70.8,82.8
"Madagascar",2008,55.3,66.7,79.9
"Madagascar",2009,50.8,63.3,78
"Madagascar",2010,46.7,60.3,76.6
"Madagascar",2011,43.2,57.8,75.8
"Madagascar",2012,40,55.5,75.4
"Madagascar",2013,37.1,53.4,75.4
"Madagascar",2014,34.4,51.5,74.9
"Malawi",1980,241,256.7,272.4
"Malawi",1981,234,249.2,264.7
"Malawi",1982,229.4,244.4,259.7
"Malawi",1983,228,242.7,258.3
"Malawi",1984,230.3,244.6,260.1
"Malawi",1985,234.3,248.4,264.4
"Malawi",1986,237.4,252,268.3
"Malawi",1987,238.7,253.1,268.9
"Malawi",1988,237.4,251.8,267.1
"Malawi",1989,234.1,248.1,262.7
"Malawi",1990,229.1,242.4,256.9
"Malawi",1991,221.9,235,249.1
"Malawi",1992,213.9,226.8,239.9
"Malawi",1993,206.4,219,231.8
"Malawi",1994,200.6,212.6,225.3
"Malawi",1995,195.6,207.5,219.8
"Malawi",1996,191.6,203,215
"Malawi",1997,187.6,198.7,210.2
"Malawi",1998,182,193.1,204.7
"Malawi",1999,174,185,196.6
"Malawi",2000,163.7,174.4,185.7
"Malawi",2001,151.5,161.7,172.7
"Malawi",2002,138.3,148,158.4
"Malawi",2003,125.7,135.2,145.6
"Malawi",2004,115.1,124.6,134.7
"Malawi",2005,107,116.2,126
"Malawi",2006,101.1,109.9,119.3
"Malawi",2007,96.1,104.9,114.6
"Malawi",2008,90.5,100,110.7
"Malawi",2009,84.9,95.4,107.1
"Malawi",2010,79.4,90.9,104.4
"Malawi",2011,72.6,84.5,100.4
"Malawi",2012,64.8,77.3,95.7
"Malawi",2013,57.8,71.3,92.4
"Malawi",2014,51.6,66.9,90.6
"Mali",1980,303.1,324.7,347.7
"Mali",1981,295.9,317,339.1
"Mali",1982,288.8,308.9,329.8
"Mali",1983,281.4,300.7,321
"Mali",1984,274,292.6,312.3
"Mali",1985,267,285,303.9
"Mali",1986,260.3,277.9,296.5
"Mali",1987,254.3,271.3,289.5
"Mali",1988,248.8,265.2,283.1
"Mali",1989,243.2,259.5,277
"Mali",1990,238.2,254.4,271.2
"Mali",1991,233.8,250,266.6
"Mali",1992,230.6,246.6,262.9
"Mali",1993,228.1,243.9,260.3
"Mali",1994,226.1,242,258.2
"Mali",1995,224.3,240,256.6
"Mali",1996,221.9,237.9,255.1
"Mali",1997,219.2,235.3,253
"Mali",1998,215.3,231.7,249.6
"Mali",1999,210,226.4,244.5
"Mali",2000,203.3,219.6,237.3
"Mali",2001,195.3,211.2,228.7
"Mali",2002,186.1,201.8,219
"Mali",2003,175.8,191.8,209.2
"Mali",2004,164.9,181.7,200
"Mali",2005,153.5,171.8,192.2
"Mali",2006,142.4,162.9,185.6
"Mali",2007,131.9,155.1,179.8
"Mali",2008,122.3,148.3,176.7
"Mali",2009,113.3,142,174.8
"Mali",2010,105.3,136.6,174.3
"Mali",2011,97.5,131.7,173.8
"Mali",2012,90.9,127,174.2
"Mali",2013,84.9,122.7,174.5
"Mali",2014,78.6,118.3,175.3
"Morocco",1980,126.4,133.8,141.8
"Morocco",1981,120,127.2,134.8
"Morocco",1982,114,120.8,127.9
"Morocco",1983,108.1,114.6,121.4
"Morocco",1984,102.4,108.6,115.2
"Morocco",1985,96.9,103,109.3
"Morocco",1986,91.8,97.7,103.8
"Morocco",1987,87.1,92.7,98.6
"Morocco",1988,82.7,88.1,93.9
"Morocco",1989,78.6,84,89.5
"Morocco",1990,74.9,80.1,85.5
"Morocco",1991,71.4,76.5,81.7
"Morocco",1992,68.2,73,78.1
"Morocco",1993,64.9,69.7,74.6
"Morocco",1994,61.8,66.4,71.3
"Morocco",1995,58.7,63.3,68.1
"Morocco",1996,55.9,60.3,65
"Morocco",1997,53.1,57.5,62.1
"Morocco",1998,50.4,54.8,59.4
"Morocco",1999,48,52.3,56.8
"Morocco",2000,45.7,50,54.5
"Morocco",2001,43.6,47.9,52.2
"Morocco",2002,41.6,45.8,50.2
"Morocco",2003,39.7,43.9,48.2
"Morocco",2004,38,42.1,46.5
"Morocco",2005,36.2,40.4,44.8
"Morocco",2006,34.5,38.8,43.1
"Morocco",2007,32.8,37.3,41.7
"Morocco",2008,31.2,35.8,40.5
"Morocco",2009,29.6,34.5,39.5
"Morocco",2010,27.9,33.1,38.5
"Morocco",2011,26.4,31.9,37.8
"Morocco",2012,25,30.7,37.1
"Morocco",2013,23.5,29.7,36.7
"Morocco",2014,22,28.6,36.5
"Mozambique",1980,235.9,261.8,289.8
"Mozambique",1981,236.4,261,287.7
"Mozambique",1982,236.5,259.8,285.8
"Mozambique",1983,235.9,258.3,283.3
"Mozambique",1984,234.6,256.2,280.5
"Mozambique",1985,232.5,253.8,277.1
"Mozambique",1986,230.5,251.2,273.9
"Mozambique",1987,228.5,248.5,270.2
"Mozambique",1988,226.2,245.7,266.7
"Mozambique",1989,224.1,242.8,262.9
"Mozambique",1990,221.8,239.7,259.1
"Mozambique",1991,219,236.4,255.4
"Mozambique",1992,215.6,232.4,251
"Mozambique",1993,211.3,227.7,245.6
"Mozambique",1994,206,222,239.3
"Mozambique",1995,199.8,215.2,232.2
"Mozambique",1996,192.6,207.4,223.7
"Mozambique",1997,184.5,198.8,214.2
"Mozambique",1998,175.9,189.5,204.3
"Mozambique",1999,167.2,180.1,194.2
"Mozambique",2000,158.6,171.1,184.6
"Mozambique",2001,150.4,162.5,175.6
"Mozambique",2002,142.9,154.5,167.1
"Mozambique",2003,135.8,147.1,159.3
"Mozambique",2004,129.2,140.2,152.3
"Mozambique",2005,123.1,133.8,145.6
"Mozambique",2006,117.2,127.8,139.1
"Mozambique",2007,109.8,120.1,131.2
"Mozambique",2008,103.3,113.6,124.7
"Mozambique",2009,97,107.6,119.3
"Mozambique",2010,91.4,102.8,115.8
"Mozambique",2011,85.4,97.5,112.1
"Mozambique",2012,77.9,90.9,106.7
"Mozambique",2013,71.4,85.6,103.1
"Mozambique",2014,65.8,81.2,101.2
"Namibia",1980,88.7,97.7,107.3
"Namibia",1981,87.7,96.5,105.8
"Namibia",1982,86.2,94.7,103.7
"Namibia",1983,84.3,92.5,101.2
"Namibia",1984,81.9,89.8,98.2
"Namibia",1985,79.5,87,94.9
"Namibia",1986,76.9,83.9,91.5
"Namibia",1987,74.3,81.1,88.3
"Namibia",1988,71.9,78.3,85.3
"Namibia",1989,69.6,75.7,82.5
"Namibia",1990,67.4,73.5,80.2
"Namibia",1991,65.5,71.7,78.3
"Namibia",1992,64.1,70.4,77.2
"Namibia",1993,63.1,69.7,76.6
"Namibia",1994,62.8,69.7,76.8
"Namibia",1995,63.2,70.2,77.5
"Namibia",1996,64,71.2,78.7
"Namibia",1997,65.2,72.4,80.1
"Namibia",1998,66.7,73.7,81.4
"Namibia",1999,68.1,74.9,82.6
"Namibia",2000,69.1,75.7,83.4
"Namibia",2001,69.4,76,83.6
"Namibia",2002,69.2,75.8,83.4
"Namibia",2003,68.5,75.2,82.8
"Namibia",2004,67.1,73.9,81.6
"Namibia",2005,64.7,71.7,79.7
"Namibia",2006,61.2,68.4,76.6
"Namibia",2007,56.6,64,72.4
"Namibia",2008,52.6,60.1,69.2
"Namibia",2009,48.7,56.7,66.7
"Namibia",2010,45.1,53.8,64.8
"Namibia",2011,42.3,51.6,64.2
"Namibia",2012,39.8,49.9,63.8
"Namibia",2013,37,47.7,62.6
"Namibia",2014,34.8,46.4,62.8
"Niger",1980,298,319.6,342.8
"Niger",1981,298,319.1,341.8
"Niger",1982,300.3,321,343.4
"Niger",1983,304.2,324.5,346.7
"Niger",1984,308.6,328.9,351
"Niger",1985,312.6,332.9,355.2
"Niger",1986,315.2,335.8,358
"Niger",1987,316.3,336.9,358.7
"Niger",1988,315.5,335.7,357.1
"Niger",1989,312.9,332.9,354
"Niger",1990,309,328.2,349
"Niger",1991,303,321.9,342.3
"Niger",1992,294.9,313.7,333.5
"Niger",1993,285.5,303.8,323
"Niger",1994,274.6,292.2,310.8
"Niger",1995,262.5,279.5,297.2
"Niger",1996,250.2,267.1,284.2
"Niger",1997,239.4,255.9,272.8
"Niger",1998,229.7,245.8,262.7
"Niger",1999,220.6,236.4,253.6
"Niger",2000,211.9,227.3,244.8
"Niger",2001,202.5,217.6,235.2
"Niger",2002,192.3,207,223.9
"Niger",2003,181.6,195.7,211.7
"Niger",2004,170.6,184.1,199.2
"Niger",2005,159.6,172.7,187.4
"Niger",2006,148.6,161.8,176.1
"Niger",2007,138,151.3,165.8
"Niger",2008,127.6,141.3,156.8
"Niger",2009,117.3,132.1,148.8
"Niger",2010,107.3,123.6,142.4
"Niger",2011,97.8,116.1,137.2
"Niger",2012,89.9,109.6,133.6
"Niger",2013,82.5,104.1,131.1
"Niger",2014,76.2,99.6,129.5
"Nigeria",1980,197.7,214.4,232.3
"Nigeria",1981,195.4,211.5,228.5
"Nigeria",1982,194.2,209.6,226.1
"Nigeria",1983,193.9,208.9,224.8
"Nigeria",1984,194.4,208.8,224.3
"Nigeria",1985,195.5,209.5,224.7
"Nigeria",1986,196.7,210.6,225.4
"Nigeria",1987,197.9,211.5,226.1
"Nigeria",1988,198.7,212.2,226.5
"Nigeria",1989,199.1,212.6,226.6
"Nigeria",1990,199.2,212.5,226.3
"Nigeria",1991,199,212.2,225.9
"Nigeria",1992,198.5,211.7,225.2
"Nigeria",1993,197.9,211,224.3
"Nigeria",1994,196.9,209.7,223
"Nigeria",1995,195,207.8,220.8
"Nigeria",1996,192.4,205.1,218
"Nigeria",1997,189,201.4,214.2
"Nigeria",1998,184.9,197,209.5
"Nigeria",1999,180.4,192,204.2
"Nigeria",2000,175.4,186.8,198.6
"Nigeria",2001,170,181.3,192.9
"Nigeria",2002,164.8,175.6,187.1
"Nigeria",2003,159.1,169.9,181.1
"Nigeria",2004,153.4,164.1,175.1
"Nigeria",2005,147.8,158.1,169.1
"Nigeria",2006,141.9,152.2,163.2
"Nigeria",2007,135.9,146.4,157.7
"Nigeria",2008,129.5,140.9,153.1
"Nigeria",2009,122.7,135.5,149.5
"Nigeria",2010,115.8,130.3,146.4
"Nigeria",2011,109,125.5,143.6
"Nigeria",2012,102.5,120.9,141.9
"Nigeria",2013,95.7,116.6,140.6
"Nigeria",2014,89.2,112.5,140
"Philippines",1980,74.8,80.1,86.2
"Philippines",1981,74.1,79.3,85.3
"Philippines",1982,73.2,78.4,84.2
"Philippines",1983,72.2,77.3,83
"Philippines",1984,70.8,75.9,81.5
"Philippines",1985,69,74,79.5
"Philippines",1986,66.8,71.6,76.9
"Philippines",1987,64.1,68.6,73.7
"Philippines",1988,61,65.2,69.8
"Philippines",1989,57.7,61.7,65.8
"Philippines",1990,54.4,58.2,62.1
"Philippines",1991,51.4,54.9,58.6
"Philippines",1992,48.6,52.1,55.6
"Philippines",1993,46.2,49.5,53.1
"Philippines",1994,44.2,47.4,50.9
"Philippines",1995,42.4,45.6,49
"Philippines",1996,40.9,44,47.3
"Philippines",1997,39.7,42.7,46
"Philippines",1998,38.6,41.6,44.7
"Philippines",1999,37.6,40.6,43.7
"Philippines",2000,36.7,39.7,42.8
"Philippines",2001,35.9,38.9,42
"Philippines",2002,35.1,38.1,41.3
"Philippines",2003,34.3,37.3,40.5
"Philippines",2004,33.5,36.5,39.8
"Philippines",2005,32.6,35.7,39.1
"Philippines",2006,31.8,34.9,38.4
"Philippines",2007,31,34.2,37.8
"Philippines",2008,30.1,33.4,37.2
"Philippines",2009,29,32.6,36.7
"Philippines",2010,27.8,31.9,36.5
"Philippines",2011,26.5,31.2,36.5
"Philippines",2012,25.3,30.4,36.5
"Philippines",2013,23.9,29.6,36.4
"Philippines",2014,22.5,28.8,36.6
"Rwanda",1980,203.6,218.2,233.6
"Rwanda",1981,188.5,201.6,215.6
"Rwanda",1982,174.3,186.5,199.2
"Rwanda",1983,162.7,174.4,186.4
"Rwanda",1984,155.3,166,177.2
"Rwanda",1985,150.1,160.1,171.1
"Rwanda",1986,145.8,155.3,165.7
"Rwanda",1987,142.5,151.6,161.3
"Rwanda",1988,140.3,149.4,159
"Rwanda",1989,140.4,149.3,158.8
"Rwanda",1990,142.5,151.8,161.3
"Rwanda",1991,147.6,157.3,167.3
"Rwanda",1992,154.8,165.9,177.8
"Rwanda",1993,170.4,185.4,202.2
"Rwanda",1994,270.6,299.6,332.9
"Rwanda",1995,238.6,268.3,303
"Rwanda",1996,179.9,203.3,231.3
"Rwanda",1997,198,223,252.6
"Rwanda",1998,209.9,234,262.1
"Rwanda",1999,183.1,200.6,220.5
"Rwanda",2000,170.3,183.8,198.7
"Rwanda",2001,158.8,170.2,182.2
"Rwanda",2002,144.7,154.7,165.5
"Rwanda",2003,130.1,139.4,149.1
"Rwanda",2004,115.7,124.4,133.5
"Rwanda",2005,102.4,110.7,119.4
"Rwanda",2006,90.9,98.6,106.9
"Rwanda",2007,80.7,87.8,95.6
"Rwanda",2008,71.6,78.3,85.8
"Rwanda",2009,64,70.6,78
"Rwanda",2010,57.1,64.1,71.9
"Rwanda",2011,50.2,57.7,66.3
"Rwanda",2012,43.6,52.1,62.3
"Rwanda",2013,38,47.8,60.3
"Rwanda",2014,33.5,44.3,58.9
"Senegal",1980,195,205.2,216
"Senegal",1981,188.8,198.6,208.8
"Senegal",1982,182.9,192.5,202.2
"Senegal",1983,177.3,186.5,195.7
"Senegal",1984,171.2,179.9,189
"Senegal",1985,164.2,172.6,181.4
"Senegal",1986,156.6,164.5,172.8
"Senegal",1987,148.9,156.6,164.7
"Senegal",1988,142.2,149.6,157.4
"Senegal",1989,136.8,144.1,151.6
"Senegal",1990,133.2,140.4,147.8
"Senegal",1991,131.6,138.7,145.9
"Senegal",1992,131.3,138.5,145.6
"Senegal",1993,132.2,139.3,146.5
"Senegal",1994,133.6,140.6,148.1
"Senegal",1995,134.8,142.1,149.9
"Senegal",1996,135.8,143.2,151.2
"Senegal",1997,135.7,143.4,151.8
"Senegal",1998,134.5,142.4,151
"Senegal",1999,131.5,139.7,148.4
"Senegal",2000,126.9,134.9,143.9
"Senegal",2001,120.6,128.4,137.2
"Senegal",2002,113.1,120.7,129.2
"Senegal",2003,105.1,112.5,120.5
"Senegal",2004,97,104.2,111.9
"Senegal",2005,89.1,96.2,103.8
"Senegal",2006,81.7,88.8,96.4
"Senegal",2007,74.8,82,89.7
"Senegal",2008,68.5,75.8,83.7
"Senegal",2009,62.5,70.1,78.7
"Senegal",2010,56.6,64.8,74.3
"Senegal",2011,50.7,60,71
"Senegal",2012,45.5,55.9,68.6
"Senegal",2013,41.2,52.5,66.9
"Senegal",2014,37.5,49.7,65.6
"Sierra Leone",1980,258,287.6,319.4
"Sierra Leone",1981,254.9,284,315.5
"Sierra Leone",1982,252.1,280.9,311.4
"Sierra Leone",1983,249.9,277.9,307.3
"Sierra Leone",1984,248.2,275.2,303.5
"Sierra Leone",1985,246.5,272.8,299.5
"Sierra Leone",1986,245.2,270.5,296.4
"Sierra Leone",1987,244,268.2,293.3
"Sierra Leone",1988,243.7,266.7,290.5
"Sierra Leone",1989,243.3,265.2,288.1
"Sierra Leone",1990,243.2,264.3,286.3
"Sierra Leone",1991,243.1,263.4,284.6
"Sierra Leone",1992,242.7,262.6,283.2
"Sierra Leone",1993,242.2,261.5,282
"Sierra Leone",1994,240.8,259.9,280.4
"Sierra Leone",1995,238.8,257.5,277.9
"Sierra Leone",1996,235.7,254.4,274.4
"Sierra Leone",1997,232,250.5,270.2
"Sierra Leone",1998,227.8,246,265.1
"Sierra Leone",1999,223.3,241.1,259.6
"Sierra Leone",2000,218.5,235.8,254
"Sierra Leone",2001,213.3,229.9,247.7
"Sierra Leone",2002,207.6,223.9,241.2
"Sierra Leone",2003,201.5,217.4,234.7
"Sierra Leone",2004,195.2,210.8,227.8
"Sierra Leone",2005,188.3,203.7,220.9
"Sierra Leone",2006,180.9,196.2,213.2
"Sierra Leone",2007,173.1,188,204.5
"Sierra Leone",2008,164.6,179.1,195.5
"Sierra Leone",2009,155.5,169.9,185.8
"Sierra Leone",2010,145.4,160.2,176.7
"Sierra Leone",2011,134.8,150.6,168.3
"Sierra Leone",2012,124.5,141.6,160.4
"Sierra Leone",2013,114.7,133.4,153.8
"Sierra Leone",2014,105.8,126.4,148.5
"Tanzania",1980,170.2,181.1,193.1
"Tanzania",1981,168.7,179.7,191.3
"Tanzania",1982,168.2,178.7,190.1
"Tanzania",1983,167.7,178.3,189.2
"Tanzania",1984,167.3,177.5,188.4
"Tanzania",1985,166.2,176.3,187.2
"Tanzania",1986,164.5,174.5,185.3
"Tanzania",1987,162.4,172.1,182.4
"Tanzania",1988,159.8,169.4,179.5
"Tanzania",1989,157.4,167.1,177
"Tanzania",1990,155.6,165.2,175.2
"Tanzania",1991,154.4,163.9,173.6
"Tanzania",1992,153.4,162.6,172.3
"Tanzania",1993,152.3,161.5,171.1
"Tanzania",1994,150.7,159.9,169.6
"Tanzania",1995,148.4,157.6,167.5
"Tanzania",1996,145,154.3,164.2
"Tanzania",1997,140.6,149.9,160
"Tanzania",1998,135.3,144.5,154.5
"Tanzania",1999,129,137.9,147.5
"Tanzania",2000,122,130.6,139.8
"Tanzania",2001,114.3,122.6,131.6
"Tanzania",2002,106.4,114.7,123.5
"Tanzania",2003,98.5,106.9,115.6
"Tanzania",2004,90.9,99.4,108.2
"Tanzania",2005,83.9,92.4,101.3
"Tanzania",2006,77.1,85.8,95.3
"Tanzania",2007,70.2,79.5,89.8
"Tanzania",2008,63.8,73.7,85
"Tanzania",2009,57.9,68.6,80.8
"Tanzania",2010,52.1,63.4,76.8
"Tanzania",2011,46.9,58.9,73.7
"Tanzania",2012,43.1,55.7,72
"Tanzania",2013,39.8,53.3,71.2
"Tanzania",2014,36.5,50.5,70.2
"Togo",1980,164.2,177.5,191.7
"Togo",1981,160.4,173.4,187.2
"Togo",1982,156.9,169.5,182.9
"Togo",1983,153.5,165.7,178.9
"Togo",1984,150.4,162.3,175.1
"Togo",1985,147.4,159,171.5
"Togo",1986,144.6,156.1,168
"Togo",1987,142.2,153.3,164.9
"Togo",1988,139.9,150.8,162
"Togo",1989,138,148.5,159.3
"Togo",1990,136.2,146.2,156.9
"Togo",1991,134.4,144.1,154.6
"Togo",1992,132.6,142.1,152.5
"Togo",1993,130.7,140,150.3
"Togo",1994,128.6,137.7,147.9
"Togo",1995,126.2,135.4,145.4
"Togo",1996,123.8,132.7,142.7
"Togo",1997,121.2,129.9,139.7
"Togo",1998,118.4,127,136.5
"Togo",1999,115.4,123.9,133.1
"Togo",2000,112.4,120.8,129.8
"Togo",2001,109.3,117.6,126.5
"Togo",2002,106.2,114.4,123.2
"Togo",2003,103.1,111.2,120
"Togo",2004,99.9,108.1,116.9
"Togo",2005,96.8,105.1,113.9
"Togo",2006,93.7,102.1,111.1
"Togo",2007,90.7,99.2,108.4
"Togo",2008,87.7,96.4,105.8
"Togo",2009,84.5,93.6,103.4
"Togo",2010,81.4,90.9,101.2
"Togo",2011,78.3,88.3,99.1
"Togo",2012,75.2,85.8,97.2
"Togo",2013,71.8,83.3,95.4
"Togo",2014,68.6,80.8,94.3
"Uganda",1980,200.8,215.6,232.2
"Uganda",1981,200,214.4,230.4
"Uganda",1982,197,210.4,225.2
"Uganda",1983,192.4,205,218.7
"Uganda",1984,187.4,199.8,212.9
"Uganda",1985,183.6,195.8,208.2
"Uganda",1986,181.4,193.2,205.2
"Uganda",1987,180.6,191.8,203.5
"Uganda",1988,180,190.9,202.5
"Uganda",1989,178.9,189.5,201.3
"Uganda",1990,176.5,187.1,198.6
"Uganda",1991,173,183.7,194.8
"Uganda",1992,169,179.6,190.5
"Uganda",1993,165.1,175.6,186.5
"Uganda",1994,162.1,172.2,183.1
"Uganda",1995,159.7,169.5,180.2
"Uganda",1996,157.2,166.9,177.5
"Uganda",1997,154.2,163.9,174.2
"Uganda",1998,150.5,159.9,170.2
"Uganda",1999,145.5,154.8,165.1
"Uganda",2000,139.3,148.4,158.4
"Uganda",2001,132,141,150.8
"Uganda",2002,124.2,132.8,142.1
"Uganda",2003,116.1,124.2,133.2
"Uganda",2004,107.8,115.6,124.1
"Uganda",2005,99.7,107.4,115.4
"Uganda",2006,92.1,99.7,107.6
"Uganda",2007,85,92.5,100.3
"Uganda",2008,78.3,85.9,94
"Uganda",2009,72.2,80.1,88.9
"Uganda",2010,66.3,75.2,85.1
"Uganda",2011,59.8,69.8,81.3
"Uganda",2012,53.2,64.1,77.3
"Uganda",2013,48.4,60.3,75.8
