period of the estimtates before the survey,Bias (Reported U5MR/True U5MR),,,,,
,,,,,,
0-4,0.945,,,,,
1-5,0.938,,,,,
2-6,0.935,,,,,
3-7,0.935,,,,,
4-8,0.941,,,,,
5-9,0.949,,,,,
6-10,0.957,,,,,
7-11,0.965,,,,,
8-12,0.972,,,,,
9-13,0.976,,,,,
10-14,0.974,,,,,
11-15,0.964,,,,,
12-16,0.949,,,,,
13-17,0.917,,,,,
14-18,0.828,,,,,
15-19,,,,,,
16-20,,,,,,
17-21,,,,,,
18-22,,,,,,
19-23,,,,,,
20-24,,,,,,
