"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,84,"GMB","Gambia","GAMBIA","Gambia","The Gambia","","Senegambia|The Gambia","","Gambie ","Gambia ","<U+0413><U+0430><U+043C><U+0431><U+0438><U+044F>","<U+063A><U+0627><U+0645><U+0628><U+064A><U+0627>","<U+5188><U+6BD4><U+4E9A> ","","","Gambia","GM","","GA","270","19890921","Present","1302723","10677.6","122.0052258934592","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Severely indebted","HIPC","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","1"
